2024-06-08 05:22:47,283 INFO    Thread-57 (_run_job):271345 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-06-08 09:01:27,079 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Loading settings from /home/test/.config/wandb/settings
2024-06-08 09:01:27,079 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Loading settings from /home/test/FRL/wandb/settings
2024-06-08 09:01:27,080 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'mnist-conv2-other-attacks-ab', 'entity': 'griffith', 'root_dir': '/home/test/FRL', 'run_id': 'uskpybfi', 'sweep_param_path': '/home/test/FRL/wandb/sweep-awria4zj/config-uskpybfi.yaml', 'sweep_id': 'awria4zj'}
2024-06-08 09:01:27,080 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-06-08 09:01:27,080 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/test/FRL/main.py', 'program': '/home/test/FRL/main.py'}
2024-06-08 09:01:27,080 INFO    Thread-90 (_run_job):271345 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-06-08 09:01:27,081 INFO    Thread-90 (_run_job):271345 [wandb_init.py:_log_setup():521] Logging user logs to /home/test/FRL/wandb/run-20240608_090127-uskpybfi/logs/debug.log
2024-06-08 09:01:27,081 INFO    Thread-90 (_run_job):271345 [wandb_init.py:_log_setup():522] Logging internal logs to /home/test/FRL/wandb/run-20240608_090127-uskpybfi/logs/debug-internal.log
2024-06-08 09:01:27,081 INFO    Thread-90 (_run_job):271345 [wandb_init.py:init():561] calling init triggers
2024-06-08 09:01:27,081 INFO    Thread-90 (_run_job):271345 [wandb_init.py:init():568] wandb.init called with sweep_config: {'iteration': 50, 'k': 0.1, 'lr': 0.001, 'm_r': 0.2, 'max_t': 2000, 'mode': 'combined', 'nep': 100, 'noise': 1, 'non_iid': 1, 'temp': 0.1}
config: {}
2024-06-08 09:01:27,082 INFO    Thread-90 (_run_job):271345 [wandb_init.py:init():606] wandb.init() called when a run is still active
2024-06-08 09:21:19,859 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_finish():2064] finishing run griffith/mnist-conv2-other-attacks-ab/uskpybfi
2024-06-08 09:21:19,859 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 0
2024-06-08 09:21:19,859 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_restore():2287] restore
2024-06-08 09:21:19,860 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_restore():2293] restore done
2024-06-08 09:21:23,885 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_footer_history_summary_info():3936] rendering history
2024-06-08 09:21:23,888 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_footer_history_summary_info():3968] rendering summary
2024-06-08 09:21:23,893 INFO    Thread-90 (_run_job):271345 [wandb_run.py:_footer_sync_info():3895] logging synced files
